def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
def(CURLRES_SYNCH),
def(USE_NTLM),
def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
def(USE_WINDOWS_SSPI),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_DICT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
def(ENABLE_IPV6),
!def(HAVE_BASENAME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_STRTOK_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_GETPASS_R),
def(HAVE_WRITABLE_ARGV),
def(USE_POLARSSL),
def(CURLDEBUG),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_ENVIRONMENT),
def(__VMS),
def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(LIB1503),
!def(CURL_DISABLE_LDAP),
def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
def(SIGHUP),
!def(CURL_DISABLE_GOPHER),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
def(HAVE_PIPE),
def(SIGPIPE),
!def(HAVE_FSETXATTR),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
def(LIB1502),
def(MEMDEBUG_LOG_SYNC),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
def(TIME_WITH_SYS_TIME),
def(USE_GNUTLS),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
def(SIGALRM),
!def(HAVE_INET_PTON),
def(LIB585),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NSS),
def(HAVE_FDOPEN),
def(HAVE_SETMODE),
