(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_HTTP),
def(HAVE_PIPE),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
!def(HAVE_INET_NTOP),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLDEBUG),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DOES_CONVERSIONS),
def(CURLRES_SYNCH),
!def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
def(USE_POLARSSL),
def(HAVE_FSETXATTR),
def(LIB1502),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
def(SIGHUP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_WRITABLE_ARGV),
def(HAVE_SETMODE),
def(__riscos__),
!def(CURL_DISABLE_DICT),
!def(DEBUGBUILD),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DISABLE_EXPECT),
def(ENABLE_IPV6),
!def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_STRTOK_R),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB1503),
def(UNITTESTS),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
!def(CURL_DISABLE_TFTP),
def(TIME_WITH_SYS_TIME),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_GOPHER),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_PTON),
def(__EMX__),
def(USE_GNUTLS),
def(USE_NTLM),
def(LIB585),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SOCKETPAIR),
def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(__EMX__),
def(SIGPIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DISABLE_HTTP),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_TELNET),
