def(HAVE_FDOPEN),
!def(HAVE_BASENAME),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_GOPHER),
def(CURLDEBUG),
!def(HAVE_GETPASS_R),
!def(DEBUGBUILD),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_PIPE),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_RTSP),
def(__riscos__),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
def(SIGALRM),
!def(__EMX__),
!def(HAVE_MEMRCHR),
def(USE_CHUNKED),
!def(CURL_DISABLE_PROXY),
def(CURL_DOES_CONVERSIONS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_SOCKETPAIR),
def(__VMS),
def(DEBUGBUILD),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGPIPE),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_WRITABLE_ARGV),
def(__EMX__),
def(TIME_WITH_SYS_TIME),
True,
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB585),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_FSETXATTR),
def(USE_NSS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_NTOP),
def(SIGHUP),
!def(CURL_DISABLE_DICT),
def(HAVE_SETMODE),
def(LIB1503),
!def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
def(ENABLE_IPV6),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_CYASSL),
(def(WIN32)&!def(__AMIGA__)),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
