(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_PROXY),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_FTP),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(_LDAP_PVT_H),
def(ENABLE_IPV6),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
def(TIME_WITH_SYS_TIME),
def(HAVE_PIPE),
!def(CURL_DISABLE_LDAP),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
!def(CURL_DOES_CONVERSIONS),
def(CURLDEBUG),
!def(HAVE_MEMRCHR),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(__EMX__),
def(LIB585),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(__VMS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_POLARSSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_GETHOSTNAME),
def(USE_CHUNKED),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(UNITTESTS),
(def(__AMIGA__)&!def(__libnix__)),
def(__riscos__),
!def(__EMX__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FSETXATTR),
!def(DEBUGBUILD),
def(__AMIGA__),
def(USE_CYASSL),
(def(WIN32)&!def(_WIN32_WCE)),
!def(USE_WINDOWS_SSPI),
!def(HAVE_INET_PTON),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
def(HAVE_WRITABLE_ARGV),
def(USE_NTLM),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(DISABLE_EXPECT),
