!def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_FSETXATTR),
!def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(DEBUGBUILD),
def(USE_NSS),
!def(CURL_DISABLE_FTP),
def(USE_LIBRTMP),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(HAVE_GETHOSTNAME),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_PROXY),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_DICT),
def(__AMIGA__),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(__EMX__),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_MEMRCHR),
True,
def(USE_POLARSSL),
!def(HAVE_INET_NTOP),
(def(__AMIGA__)&!def(__libnix__)),
def(__VMS),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(ENABLE_IPV6),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLDEBUG),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(UNITTESTS),
def(USE_CHUNKED),
def(CURL_DOES_CONVERSIONS),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_PIPE),
def(__riscos__),
def(__EMX__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(_LDAP_PVT_H),
!def(USE_WINDOWS_SSPI),
def(HAVE_SETMODE),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_INET_PTON),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
