(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
def(CURLRES_SYNCH),
!def(CURL_DOES_CONVERSIONS),
def(USE_CYASSL),
(def(WIN32)&!def(_WIN32_WCE)),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_NTOP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
def(LIB1503),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__EMX__),
def(SIGHUP),
!def(CURL_DISABLE_LDAP),
def(DEBUGBUILD),
def(LIB585),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
def(USE_LIBRTMP),
def(DISABLE_EXPECT),
def(CURLDEBUG),
def(HAVE_WRITABLE_ARGV),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_GNUTLS),
!def(_LDAP_PVT_H),
!def(__EMX__),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
!def(HAVE_FSETXATTR),
True,
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SETMODE),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(__AMIGA__)),
def(USE_ENVIRONMENT),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FDOPEN),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGALRM),
def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(ENABLE_IPV6),
def(USE_NTLM),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_GETPASS_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(MEMDEBUG_LOG_SYNC),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1502),
def(USE_POLARSSL),
def(CURL_DISABLE_HTTP),
def(USE_NSS),
def(WIN32),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_PIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_CHUNKED),
