!def(HAVE_STRTOK_R),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
!def(UNITTESTS),
def(SIGHUP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(DEBUGBUILD),
def(CURL_DISABLE_HTTP),
def(HAVE_GSSAPI),
def(LIB1503),
!def(HAVE_GSSAPI),
def(USE_POLARSSL),
!def(HAVE_BASENAME),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
def(SIGPIPE),
!def(CURL_DISABLE_DICT),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CYASSL),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TFTP),
(def(USE_NSS)&def(USE_NTLM)),
def(__VMS),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
def(USE_CHUNKED),
def(CURLRES_SYNCH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_GETPASS_R),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1502),
def(HAVE_WRITABLE_ARGV),
def(USE_WINDOWS_SSPI),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SETMODE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_RTSP),
def(HAVE_FSETXATTR),
def(HAVE_FSETXATTR_6),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
def(USE_NTLM),
(def(WIN32)&!def(__AMIGA__)),
def(UNITTESTS),
True,
def(ENABLE_IPV6),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NGHTTP2),
def(LIB585),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(DEBUGBUILD),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_GOPHER),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(_LDAP_PVT_H),
def(SIGALRM),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_SOCKETPAIR),
!def(__EMX__),
def(HAVE_FDOPEN),
