def(USE_NTLM),
!def(CURL_DISABLE_HTTP),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
!def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(DISABLE_EXPECT),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(_LDAP_PVT_H),
def(USE_WINDOWS_SSPI),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_NSS)&def(USE_NTLM)),
def(HAVE_FDOPEN),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_MEMRCHR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(SIGALRM),
def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
True,
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_CHUNKED),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_GSSAPI),
def(USE_GNUTLS),
def(USE_NGHTTP2),
!def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_RTSP),
def(USE_POLARSSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_TELNET),
def(__VMS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(UNITTESTS),
def(SIGHUP),
def(__EMX__),
def(USE_NSS),
def(SIGPIPE),
!def(DEBUGBUILD),
def(DEBUGBUILD),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURL_DOES_CONVERSIONS),
def(LIB1503),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__riscos__),
!def(HAVE_BASENAME),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LDAP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(MEMDEBUG_LOG_SYNC),
!def(UNITTESTS),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1502),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_DICT),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_GSSAPI),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_INET_PTON),
def(LIB585),
