def(MEMDEBUG_LOG_SYNC),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_DICT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_POLARSSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GSSAPI),
def(__EMX__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGALRM),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_NTLM),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
def(SIGPIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_MEMRCHR),
def(HAVE_FSETXATTR),
def(USE_LIBRTMP),
def(CURL_DOES_CONVERSIONS),
def(CURLRES_SYNCH),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_PROXY),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_NTOP),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_SOCKETPAIR),
!def(HAVE_BASENAME),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_HTTP),
def(SIGHUP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
def(LIB1503),
!def(HAVE_INET_PTON),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GETPASS_R),
!def(__EMX__),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_FSETXATTR),
def(USE_WINDOWS_SSPI),
def(USE_GNUTLS),
def(HAVE_FSETXATTR_6),
def(__VMS),
def(USE_NGHTTP2),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NSS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_CYASSL),
!def(UNITTESTS),
def(HAVE_WRITABLE_ARGV),
def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
def(HAVE_FDOPEN),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__riscos__),
def(HAVE_GSSAPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_RTSP),
def(USE_ENVIRONMENT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1502),
!def(CURL_DISABLE_GOPHER),
