!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_TFTP),
def(LIB1502),
def(__EMX__),
def(DEBUGBUILD),
def(USE_LIBRTMP),
def(USE_ENVIRONMENT),
def(CURL_DO_LINEEND_CONV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TELNET),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_GSSAPI),
!def(HAVE_INET_NTOP),
!def(HAVE_FSETXATTR),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_MEMRCHR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
def(LIB585),
def(LIB1503),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_PROXY),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(_LDAP_PVT_H),
!def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_SETMODE),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FDOPEN),
def(HAVE_FSETXATTR_6),
def(CURL_DOES_CONVERSIONS),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
!def(__EMX__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(ENABLE_IPV6),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
def(HAVE_GSSAPI),
def(USE_NGHTTP2),
!def(CURL_DISABLE_LDAP),
def(MEMDEBUG_LOG_SYNC),
def(UNITTESTS),
def(SIGHUP),
def(SIGPIPE),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(WIN32)&!def(__AMIGA__)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_POLARSSL),
def(USE_GNUTLS),
def(__VMS),
!def(HAVE_BASENAME),
!def(CURL_DOES_CONVERSIONS),
def(DISABLE_EXPECT),
!def(HAVE_GETPASS_R),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLRES_SYNCH),
def(SIGALRM),
def(__riscos__),
!def(HAVE_STRTOK_R),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
