!def(CURL_DISABLE_DICT),
!def(UNITTESTS),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_GSSAPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_RTSP),
def(HAVE_FDOPEN),
def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(_LDAP_PVT_H),
def(HAVE_GSSAPI),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
def(USE_GNUTLS),
def(LIB585),
def(UNITTESTS),
def(USE_ENVIRONMENT),
def(__riscos__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_GOPHER),
def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CHUNKED),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
def(USE_POLARSSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
!def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_SETMODE),
!def(HAVE_GETPASS_R),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__VMS),
def(SIGHUP),
def(USE_CYASSL),
!def(HAVE_MEMRCHR),
True,
!def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_STRTOK_R),
def(__EMX__),
def(HAVE_SOCKETPAIR),
def(LIB1502),
def(USE_NGHTTP2),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_LDAP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB1503),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_NSS),
!def(__EMX__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_FSETXATTR),
!def(HAVE_BASENAME),
def(MEMDEBUG_LOG_SYNC),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGALRM),
def(TIME_WITH_SYS_TIME),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TFTP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
