!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_POLARSSL),
def(SIGPIPE),
!def(UNITTESTS),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
def(HAVE_SOCKETPAIR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(WIN32)&!def(__AMIGA__)),
def(USE_WINDOWS_SSPI),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_SETMODE),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GSSAPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(_LDAP_PVT_H),
def(TIME_WITH_SYS_TIME),
def(SIGHUP),
!def(__EMX__),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
def(MEMDEBUG_LOG_SYNC),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
def(ENABLE_IPV6),
def(__VMS),
True,
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GSSAPI),
def(USE_NSS),
def(USE_ENVIRONMENT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_WRITABLE_ARGV),
!def(DEBUGBUILD),
def(USE_GNUTLS),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DISABLE_HTTP),
def(LIB1502),
!def(CURL_DISABLE_LDAP),
!def(HAVE_STRTOK_R),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURLRES_SYNCH),
!def(HAVE_GETPASS_R),
def(USE_CYASSL),
def(USE_CHUNKED),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NGHTTP2),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_DICT),
def(LIB585),
def(UNITTESTS),
!def(HAVE_BASENAME),
def(HAVE_FSETXATTR),
def(DISABLE_EXPECT),
!def(HAVE_FSETXATTR),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
def(HAVE_FDOPEN),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGALRM),
