(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(HAVE_INET_PTON),
def(USE_NSS),
def(DISABLE_EXPECT),
def(UNITTESTS),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(HAVE_WRITABLE_ARGV),
def(ENABLE_IPV6),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_GETHOSTNAME),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_STRTOK_R),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CHUNKED),
!def(CURL_DISABLE_FTP),
(def(WIN32)&!def(_WIN32_WCE)),
def(__EMX__),
!def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_TFTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__AMIGA__),
def(HAVE_FSETXATTR),
def(__riscos__),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(_LDAP_PVT_H),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(CURL_DISABLE_RTSP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NTLM),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
def(__VMS),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TELNET),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_DICT),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_LDAP),
def(LIB585),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DOES_CONVERSIONS),
!def(USE_WINDOWS_SSPI),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(HAVE_PIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
!def(HAVE_FSETXATTR),
