def(USE_WINDOWS_SSPI),
def(__EMX__),
!def(HAVE_INET_NTOP),
def(__riscos__),
def(HAVE_WRITABLE_ARGV),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TELNET),
def(CURLDEBUG),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_PROXY),
def(SIGALRM),
def(TIME_WITH_SYS_TIME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_BASENAME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_GOPHER),
def(USE_CYASSL),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_MEMRCHR),
True,
!def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DISABLE_HTTP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_SETMODE),
!def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
def(DISABLE_EXPECT),
def(__VMS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(ENABLE_IPV6),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB1502),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_LDAP),
def(LIB585),
def(SIGHUP),
def(USE_NSS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TFTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GETPASS_R),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(_WIN32_WCE)),
!def(_LDAP_PVT_H),
!def(HAVE_INET_PTON),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
def(SIGPIPE),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
def(DEBUGBUILD),
def(LIB1503),
def(USE_POLARSSL),
def(USE_NTLM),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
