!def(CURL_DISABLE_GOPHER),
def(USE_CYASSL),
def(__VMS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLRES_SYNCH),
!def(HAVE_GSSAPI),
def(HAVE_FSETXATTR_6),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_GSSAPI),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR),
def(UNITTESTS),
!def(CURL_DISABLE_PROXY),
def(MEMDEBUG_LOG_SYNC),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGALRM),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NGHTTP2),
!def(HAVE_INET_PTON),
def(USE_ENVIRONMENT),
def(LIB1502),
def(CURL_DO_LINEEND_CONV),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_TELNET),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1503),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_FSETXATTR),
!def(USE_WIN32_IDN),
!def(HAVE_MEMRCHR),
def(HAVE_WRITABLE_ARGV),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
!def(__EMX__),
def(DISABLE_EXPECT),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CHUNKED),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_NSS),
def(SIGPIPE),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_STRTOK_R),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_LIBRTMP),
def(USE_POLARSSL),
def(HAVE_FDOPEN),
def(__EMX__),
def(HAVE_SOCKETPAIR),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
def(LIB585),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__riscos__),
!def(UNITTESTS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGHUP),
!def(HAVE_GETPASS_R),
!def(HAVE_BASENAME),
True,
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
