def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_POLARSSL),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
def(__AMIGA__),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_INET_PTON),
def(USE_GNUTLS),
(def(__AMIGA__)&!def(__libnix__)),
!def(HAVE_MEMRCHR),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(TIME_WITH_SYS_TIME),
def(__riscos__),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_FTP),
def(HAVE_WRITABLE_ARGV),
def(UNITTESTS),
!def(CURL_DISABLE_LDAP),
def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
def(DEBUGBUILD),
def(DISABLE_EXPECT),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(CURLDEBUG),
def(ENABLE_IPV6),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
!def(CURL_DISABLE_PROXY),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_RTSP),
def(HAVE_PIPE),
def(USE_CHUNKED),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FSETXATTR),
!def(__EMX__),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(HAVE_GETHOSTNAME),
def(USE_CYASSL),
def(HAVE_SETMODE),
!def(HAVE_INET_NTOP),
def(USE_NSS),
def(CURL_DOES_CONVERSIONS),
