!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURLDEBUG),
def(HAVE_SETMODE),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_MEMRCHR),
def(HAVE_SOCKETPAIR),
def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_FSETXATTR),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__EMX__),
!def(HAVE_STRTOK_R),
def(TIME_WITH_SYS_TIME),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1502),
def(ENABLE_IPV6),
!def(__EMX__),
!def(CURL_DISABLE_TELNET),
def(SIGHUP),
def(HAVE_FSETXATTR),
def(HAVE_FDOPEN),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_GETPASS_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
def(USE_CHUNKED),
def(USE_NTLM),
!def(DEBUGBUILD),
def(UNITTESTS),
!def(CURL_DISABLE_PROXY),
def(USE_NSS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_WINDOWS_SSPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_LDAP),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
def(DISABLE_EXPECT),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_HTTP),
def(SIGALRM),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_GNUTLS),
def(USE_POLARSSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__riscos__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGPIPE),
!def(HAVE_INET_PTON),
def(MEMDEBUG_LOG_SYNC),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(WIN32)&!def(__AMIGA__)),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
def(USE_CYASSL),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_ENVIRONMENT),
!def(_LDAP_PVT_H),
def(__VMS),
!def(CURL_DISABLE_RTSP),
!def(HAVE_BASENAME),
