def(CURL_DO_LINEEND_CONV),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_SETMODE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1502),
def(USE_POLARSSL),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_TFTP),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
def(CURLRES_SYNCH),
!def(HAVE_INET_NTOP),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(__AMIGA__)),
def(SIGPIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(UNITTESTS),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_STRTOK_R),
def(USE_CYASSL),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GSSAPI),
def(HAVE_FDOPEN),
!def(__EMX__),
def(HAVE_SOCKETPAIR),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_GSSAPI),
def(HAVE_WRITABLE_ARGV),
def(SIGALRM),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(DEBUGBUILD),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_MEMRCHR),
!def(HAVE_BASENAME),
def(TIME_WITH_SYS_TIME),
!def(DEBUGBUILD),
def(USE_NGHTTP2),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_RTSP),
def(SIGHUP),
!def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(ENABLE_IPV6),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR),
def(USE_GNUTLS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_PTON),
True,
def(USE_NSS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(LIB1503),
def(__VMS),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_LDAP),
def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
