def(DISABLE_EXPECT),
!def(CURL_DISABLE_TFTP),
!def(_LDAP_PVT_H),
def(UNITTESTS),
def(__riscos__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_NSS),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SETMODE),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(__EMX__),
def(USE_NTLM),
def(HAVE_FSETXATTR),
def(CURLDEBUG),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
def(CURL_DOES_CONVERSIONS),
def(HAVE_PIPE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB585),
def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
True,
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(DEBUGBUILD),
!def(USE_WINDOWS_SSPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
!def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_RTSP),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_POLARSSL),
!def(HAVE_INET_PTON),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__AMIGA__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_LIBRTMP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_GETHOSTNAME),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
def(USE_CYASSL),
def(__VMS),
!def(CURL_DISABLE_TELNET),
!def(HAVE_STRTOK_R),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_GOPHER),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_FTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_HTTP),
