!def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(SIGPIPE),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
def(UNITTESTS),
def(USE_ENVIRONMENT),
(def(WIN32)&!def(__AMIGA__)),
!def(__EMX__),
def(HAVE_FSETXATTR_6),
def(SIGALRM),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(LIB1503),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
def(HAVE_WRITABLE_ARGV),
def(USE_CYASSL),
def(USE_NSS),
!def(HAVE_FSETXATTR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
!def(HAVE_INET_NTOP),
def(__EMX__),
def(CURLRES_SYNCH),
!def(HAVE_GETPASS_R),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB1502),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
def(ENABLE_IPV6),
!def(HAVE_MEMRCHR),
!def(HAVE_STRTOK_R),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__VMS),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GSSAPI),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_WINDOWS_SSPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
def(MEMDEBUG_LOG_SYNC),
def(USE_POLARSSL),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGHUP),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_LDAP),
def(__riscos__),
True,
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_PROXY),
def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CHUNKED),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_DICT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
def(CURL_DO_LINEEND_CONV),
def(HAVE_FSETXATTR),
!def(UNITTESTS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB585),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_TFTP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
