(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_INET_NTOP),
def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FSETXATTR),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(WIN32)&!def(__AMIGA__)),
def(USE_ENVIRONMENT),
def(__riscos__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_SETMODE),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_GETPASS_R),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(_LDAP_PVT_H),
def(USE_LIBRTMP),
def(USE_CHUNKED),
def(HAVE_SOCKETPAIR),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_RTSP),
def(TIME_WITH_SYS_TIME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DISABLE_HTTP),
def(USE_POLARSSL),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_LDAP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(ENABLE_IPV6),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NSS),
!def(DEBUGBUILD),
def(LIB1502),
!def(HAVE_GSSAPI),
!def(HAVE_INET_PTON),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGALRM),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_TFTP),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB585),
!def(HAVE_FSETXATTR),
def(SIGHUP),
True,
(def(USE_NSS)&def(USE_NTLM)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(__EMX__),
def(__EMX__),
def(LIB1503),
def(HAVE_WRITABLE_ARGV),
def(CURL_DOES_CONVERSIONS),
!def(UNITTESTS),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_PROXY),
def(USE_NGHTTP2),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_GNUTLS),
!def(CURL_DISABLE_HTTP),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(USE_NTLM),
def(USE_WINDOWS_SSPI),
def(USE_CYASSL),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGPIPE),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
def(CURLRES_SYNCH),
def(__VMS),
