(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_STRTOK_R),
def(USE_NTLM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_FDOPEN),
def(__EMX__),
!def(__EMX__),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_DICT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
def(DISABLE_EXPECT),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TFTP),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR),
def(CURLDEBUG),
!def(HAVE_BASENAME),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_GNUTLS),
def(SIGALRM),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_GOPHER),
(def(WIN32)&!def(__AMIGA__)),
def(LIB585),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGPIPE),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_PROXY),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SOCKETPAIR),
!def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DO_LINEEND_CONV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__riscos__),
!def(CURL_DISABLE_LDAP),
def(HAVE_GSSAPI),
True,
def(USE_LIBRTMP),
def(HAVE_SETMODE),
!def(DEBUGBUILD),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
def(HAVE_FSETXATTR_6),
def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_PIPE),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CYASSL),
def(__VMS),
def(MEMDEBUG_LOG_SYNC),
def(USE_NSS),
def(UNITTESTS),
def(SIGHUP),
def(LIB1503),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NGHTTP2),
!def(HAVE_MEMRCHR),
