def(USE_GNUTLS),
def(USE_LIBRTMP),
def(__AMIGA__),
def(USE_CYASSL),
!def(CURL_DISABLE_TELNET),
def(USE_NSS),
!def(HAVE_STRTOK_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_POLARSSL),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(_LDAP_PVT_H),
def(HAVE_SETMODE),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_LDAP),
def(TIME_WITH_SYS_TIME),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
True,
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_INET_NTOP),
def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_FTP),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_GETHOSTNAME),
def(CURLDEBUG),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__VMS),
!def(__EMX__),
def(ENABLE_IPV6),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(__riscos__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(USE_WINDOWS_SSPI),
