def(HAVE_SETMODE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
!def(_LDAP_PVT_H),
def(LIB585),
!def(HAVE_INET_NTOP),
def(SIGALRM),
!def(__EMX__),
def(SIGPIPE),
!def(HAVE_GETPASS_R),
def(LIB1503),
!def(HAVE_INET_PTON),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DOES_CONVERSIONS),
def(HAVE_PIPE),
def(LIB1502),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LDAP),
!def(HAVE_STRTOK_R),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
!def(HAVE_BASENAME),
def(SIGHUP),
def(CURL_DISABLE_HTTP),
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_PROXY),
True,
def(USE_NTLM),
def(__VMS),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(TIME_WITH_SYS_TIME),
def(__riscos__),
def(UNITTESTS),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_TFTP),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_WINDOWS_SSPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FSETXATTR),
!def(HAVE_FSETXATTR),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURLDEBUG),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(ENABLE_IPV6),
def(USE_CYASSL),
def(CURLRES_SYNCH),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SOCKETPAIR),
