(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_STRTOK_R),
def(SIGHUP),
def(MEMDEBUG_LOG_SYNC),
def(SIGALRM),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_PTON),
def(ENABLE_IPV6),
def(UNITTESTS),
def(HAVE_FSETXATTR_6),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
(def(USE_NSS)&def(USE_NTLM)),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
def(LIB1502),
def(__riscos__),
def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
def(__EMX__),
def(SIGPIPE),
def(USE_WINDOWS_SSPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NGHTTP2),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TELNET),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_DICT),
def(USE_ENVIRONMENT),
!def(UNITTESTS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NSS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FSETXATTR),
!def(__EMX__),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
def(HAVE_SETMODE),
!def(CURL_DOES_CONVERSIONS),
def(USE_NTLM),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
True,
!def(CURL_DISABLE_LDAP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
def(USE_GNUTLS),
def(HAVE_WRITABLE_ARGV),
def(USE_CYASSL),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CHUNKED),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(LIB1503),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_MEMRCHR),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_HTTP),
def(__VMS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
