def(SIGPIPE),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DO_LINEEND_CONV),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TELNET),
def(LIB1503),
!def(HAVE_GSSAPI),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
!def(DEBUGBUILD),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_GOPHER),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_LDAP),
def(USE_NGHTTP2),
!def(HAVE_BASENAME),
!def(HAVE_INET_NTOP),
!def(HAVE_INET_PTON),
def(MEMDEBUG_LOG_SYNC),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_FSETXATTR_6),
def(TIME_WITH_SYS_TIME),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_SOCKETPAIR),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(_LDAP_PVT_H),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_STRTOK_R),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FSETXATTR),
def(HAVE_GSSAPI),
def(HAVE_SETMODE),
def(__riscos__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
def(USE_LIBRTMP),
def(HAVE_WRITABLE_ARGV),
def(USE_ENVIRONMENT),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__EMX__),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NSS),
!def(CURL_DISABLE_DICT),
def(HAVE_FDOPEN),
def(DISABLE_EXPECT),
def(SIGHUP),
True,
!def(HAVE_GETPASS_R),
def(ENABLE_IPV6),
def(LIB1502),
def(CURLRES_SYNCH),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_TFTP),
!def(UNITTESTS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
!def(CURL_DISABLE_PROXY),
def(LIB585),
!def(HAVE_MEMRCHR),
def(USE_POLARSSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(SIGALRM),
