def(CURLRES_SYNCH),
def(HAVE_PIPE),
def(CURL_DISABLE_HTTP),
def(WIN32),
!def(CURL_DISABLE_HTTP),
def(LIB1502),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__VMS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1503),
def(USE_GNUTLS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_TFTP),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SOCKETPAIR),
def(HAVE_SETMODE),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB585),
def(__EMX__),
def(ENABLE_IPV6),
!def(__EMX__),
def(SIGPIPE),
!def(CURL_DISABLE_DICT),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
def(USE_CYASSL),
!def(HAVE_INET_PTON),
!def(HAVE_MEMRCHR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(DEBUGBUILD),
def(USE_LIBRTMP),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LDAP),
!def(_LDAP_PVT_H),
def(USE_NTLM),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_GOPHER),
def(USE_CHUNKED),
def(SIGALRM),
def(USE_WINDOWS_SSPI),
def(SIGHUP),
!def(CURL_DISABLE_TELNET),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_GETPASS_R),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_NTOP),
def(UNITTESTS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_POLARSSL),
True,
def(CURLDEBUG),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DISABLE_EXPECT),
def(HAVE_WRITABLE_ARGV),
def(__riscos__),
def(TIME_WITH_SYS_TIME),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_RTSP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
