!def(CURL_DISABLE_LDAP),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
def(SIGALRM),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_FSETXATTR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FDOPEN),
def(USE_ENVIRONMENT),
!def(HAVE_BASENAME),
def(USE_CHUNKED),
def(SIGPIPE),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB1502),
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
def(__VMS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1503),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB585),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_FSETXATTR_6),
def(__riscos__),
!def(CURL_DISABLE_TELNET),
def(USE_WINDOWS_SSPI),
!def(_LDAP_PVT_H),
def(USE_CYASSL),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_GNUTLS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(SIGHUP),
!def(HAVE_GSSAPI),
!def(HAVE_STRTOK_R),
def(HAVE_WRITABLE_ARGV),
def(MEMDEBUG_LOG_SYNC),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_GETPASS_R),
True,
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_FSETXATTR),
!def(__EMX__),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_DICT),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(DEBUGBUILD),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_NGHTTP2),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NSS),
def(CURL_DOES_CONVERSIONS),
!def(UNITTESTS),
def(HAVE_SOCKETPAIR),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(TIME_WITH_SYS_TIME),
def(HAVE_SETMODE),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_MEMRCHR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_HTTP),
def(HAVE_GSSAPI),
def(__EMX__),
def(USE_LIBRTMP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURL_DISABLE_HTTP),
