def(HAVE_FDOPEN),
!def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SETMODE),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(SIGPIPE),
def(UNITTESTS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(ENABLE_IPV6),
def(LIB1502),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_TFTP),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_LDAP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
def(USE_NTLM),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DISABLE_HTTP),
def(__VMS),
!def(CURL_DISABLE_RTSP),
def(MEMDEBUG_LOG_SYNC),
def(CURLRES_SYNCH),
!def(HAVE_INET_NTOP),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_WINDOWS_SSPI),
def(LIB585),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_GOPHER),
def(USE_CHUNKED),
!def(HAVE_MEMRCHR),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DEBUGBUILD),
def(__EMX__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__riscos__),
!def(DEBUGBUILD),
def(CURLDEBUG),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TELNET),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_LIBRTMP),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_DICT),
def(CURL_DOES_CONVERSIONS),
def(HAVE_SOCKETPAIR),
True,
def(USE_NSS),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_PIPE),
def(SIGALRM),
def(USE_GNUTLS),
def(LIB1503),
