def(CURL_DO_LINEEND_CONV),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(_LDAP_PVT_H),
def(SIGPIPE),
def(HAVE_GSSAPI),
!def(HAVE_MEMRCHR),
def(USE_CYASSL),
!def(CURL_DISABLE_LDAP),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_FSETXATTR_6),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_DICT),
def(LIB1502),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(__AMIGA__)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR),
def(HAVE_FDOPEN),
True,
!def(CURL_DISABLE_GOPHER),
def(USE_GNUTLS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(ENABLE_IPV6),
def(USE_LIBRTMP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_CHUNKED),
def(HAVE_SOCKETPAIR),
def(__riscos__),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
!def(DEBUGBUILD),
!def(HAVE_STRTOK_R),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(LIB585),
def(MEMDEBUG_LOG_SYNC),
def(SIGALRM),
!def(HAVE_GSSAPI),
def(USE_NGHTTP2),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_WRITABLE_ARGV),
!def(__EMX__),
def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
def(__EMX__),
def(DISABLE_EXPECT),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_PROXY),
def(USE_NSS),
!def(HAVE_GETPASS_R),
def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGHUP),
def(__VMS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_ENVIRONMENT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
