def(HAVE_WRITABLE_ARGV),
def(DISABLE_EXPECT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_PIPE),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
def(LIB585),
def(USE_NSS),
def(HAVE_FSETXATTR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLRES_SYNCH),
(def(USE_NSS)&def(USE_NTLM)),
def(SIGPIPE),
def(CURL_DISABLE_HTTP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_TELNET),
!def(_LDAP_PVT_H),
!def(HAVE_INET_PTON),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_POLARSSL),
def(ENABLE_IPV6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1502),
!def(CURL_DISABLE_LDAP),
def(USE_GNUTLS),
def(HAVE_FDOPEN),
!def(HAVE_BASENAME),
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
def(HAVE_SOCKETPAIR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_NGHTTP2),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(__riscos__),
def(TIME_WITH_SYS_TIME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DEBUGBUILD),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_PROXY),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(UNITTESTS),
def(SIGALRM),
!def(CURL_DISABLE_CRYPTO_AUTH),
True,
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_DICT),
def(HAVE_GSSAPI),
!def(HAVE_INET_NTOP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CYASSL),
def(USE_WINDOWS_SSPI),
def(MEMDEBUG_LOG_SYNC),
def(USE_CHUNKED),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_STRTOK_R),
!def(__EMX__),
!def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_SETMODE),
def(LIB1503),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
!def(CURL_DISABLE_TFTP),
def(CURLDEBUG),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NTLM),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FSETXATTR_6),
