!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_RTSP),
def(WIN32),
def(CURLRES_SYNCH),
def(LIB585),
def(USE_NTLM),
!def(CURL_DISABLE_GOPHER),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_FSETXATTR),
!def(__EMX__),
def(SIGPIPE),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGHUP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_NTOP),
!def(CURL_DOES_CONVERSIONS),
def(LIB1502),
def(USE_ENVIRONMENT),
!def(HAVE_BASENAME),
def(USE_POLARSSL),
def(__EMX__),
def(DEBUGBUILD),
def(USE_NSS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(__AMIGA__)),
def(CURLDEBUG),
def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_DICT),
def(HAVE_PIPE),
def(MEMDEBUG_LOG_SYNC),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR),
def(LIB1503),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_LIBRTMP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(ENABLE_IPV6),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
True,
def(UNITTESTS),
def(HAVE_SETMODE),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__riscos__),
!def(HAVE_INET_PTON),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CHUNKED),
def(TIME_WITH_SYS_TIME),
!def(_LDAP_PVT_H),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
def(USE_CYASSL),
def(HAVE_WRITABLE_ARGV),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(DISABLE_EXPECT),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
