def(USE_CHUNKED),
def(__VMS),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(USE_NSS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
!def(HAVE_INET_NTOP),
True,
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(HAVE_GETHOSTNAME),
def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DEBUGBUILD),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB585),
!def(CURL_DOES_CONVERSIONS),
def(USE_CYASSL),
!def(CURL_DISABLE_RTSP),
!def(HAVE_FSETXATTR),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_FTP),
def(UNITTESTS),
!def(HAVE_INET_PTON),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(__AMIGA__),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(DISABLE_EXPECT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__riscos__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(_LDAP_PVT_H),
def(HAVE_PIPE),
def(ENABLE_IPV6),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(CURL_DISABLE_HTTP),
def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURLDEBUG),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TELNET),
