(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_RTSP),
!def(USE_WINDOWS_SSPI),
def(HAVE_PIPE),
def(ENABLE_IPV6),
!def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FDOPEN),
def(USE_GNUTLS),
!def(DEBUGBUILD),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_HTTP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_LIBRTMP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SETMODE),
def(TIME_WITH_SYS_TIME),
!def(_LDAP_PVT_H),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_PROXY),
def(__EMX__),
def(__AMIGA__),
def(DEBUGBUILD),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NSS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
True,
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB585),
!def(HAVE_INET_PTON),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LDAP),
def(HAVE_SOCKETPAIR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_FTP),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_POLARSSL),
def(USE_NTLM),
!def(HAVE_FSETXATTR),
def(USE_CYASSL),
(def(WIN32)&!def(_WIN32_WCE)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_GETPASS_R),
def(__riscos__),
def(__VMS),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
def(UNITTESTS),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_STRTOK_R),
