def(USE_NGHTTP2),
def(SIGALRM),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_GOPHER),
def(HAVE_SETMODE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_DICT),
!def(HAVE_GETPASS_R),
def(SIGHUP),
def(ENABLE_IPV6),
def(__EMX__),
!def(CURL_DISABLE_TFTP),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_WRITABLE_ARGV),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TELNET),
!def(HAVE_FSETXATTR),
!def(UNITTESTS),
def(USE_CHUNKED),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_RTSP),
!def(HAVE_BASENAME),
def(DISABLE_EXPECT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(TIME_WITH_SYS_TIME),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_GNUTLS),
!def(CURL_DISABLE_LDAP),
def(LIB1502),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_PROXY),
def(__VMS),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(USE_NSS)&def(USE_NTLM)),
!def(HAVE_INET_NTOP),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURLRES_SYNCH),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB585),
def(HAVE_FDOPEN),
def(UNITTESTS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NTLM),
def(SIGPIPE),
def(HAVE_GSSAPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(DEBUGBUILD),
!def(HAVE_INET_PTON),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_CYASSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_FSETXATTR_6),
True,
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_POLARSSL),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_NSS),
!def(HAVE_GSSAPI),
def(HAVE_FSETXATTR),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DISABLE_HTTP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
