def(USE_GNUTLS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_GOPHER),
def(__VMS),
True,
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
def(HAVE_SOCKETPAIR),
def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
def(__riscos__),
def(HAVE_FSETXATTR),
!def(HAVE_FSETXATTR),
def(USE_LIBRTMP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_POLARSSL),
!def(HAVE_INET_PTON),
def(USE_CHUNKED),
!def(HAVE_MEMRCHR),
def(USE_NSS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DO_LINEEND_CONV),
def(__EMX__),
def(SIGPIPE),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_NTOP),
!def(HAVE_GSSAPI),
!def(HAVE_GETPASS_R),
!def(HAVE_STRTOK_R),
def(SIGALRM),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_DICT),
def(HAVE_FSETXATTR_6),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NGHTTP2),
def(LIB1502),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(USE_NSS)&def(USE_NTLM)),
def(ENABLE_IPV6),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_ENVIRONMENT),
def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
!def(DEBUGBUILD),
!def(HAVE_BASENAME),
def(LIB585),
def(CURLRES_SYNCH),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_GSSAPI),
def(UNITTESTS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_SETMODE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FDOPEN),
def(HAVE_PIPE),
!def(_LDAP_PVT_H),
def(USE_WINDOWS_SSPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1503),
def(SIGHUP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_HTTP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_WRITABLE_ARGV),
def(USE_CYASSL),
def(USE_NTLM),
(def(WIN32)&!def(_WIN32_WCE)),
