def(ENV_LD_LIBRARY_PATH),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(_AIX),
!def(STATIC),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
def(_AIX),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(_MSC_VER),
!def(SYSLOG_NG_HAVE_UTMPX_H),
True,
def(SYSLOG_NG_HAVE_UTMPX_H),
def(__linux__),
!def(JSON_C_VERSION),
def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_MEMRCHR),
