!def(JSON_C_VERSION),
!def(_MSC_VER),
def(ENV_LD_LIBRARY_PATH),
!def(_AIX),
!def(SYSLOG_NG_HAVE_MEMRCHR),
def(SYSLOG_NG_HAVE_MODERN_UTMP),
def(SYSLOG_NG_HAVE_UTMPX_H),
True,
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(SYSLOG_NG_HAVE_MODERN_UTMP),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(STATIC),
def(_AIX),
def(__linux__),
