def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(STATIC),
!def(SYSLOG_NG_HAVE_MODERN_UTMP),
def(ENV_LD_LIBRARY_PATH),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(_MSC_VER),
!def(_AIX),
def(__linux__),
True,
def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_MEMRCHR),
def(_AIX),
!def(SYSLOG_NG_HAVE_INET_ATON),
def(SYSLOG_NG_HAVE_MODERN_UTMP),
def(SYSLOG_NG_HAVE_UTMPX_H),
