!def(SYSLOG_NG_HAVE_INET_ATON),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(__linux__),
!def(JSON_C_VERSION),
True,
def(ENV_LD_LIBRARY_PATH),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_MEMRCHR),
!def(_AIX),
!def(SYSLOG_NG_HAVE_UTMPX_H),
def(_AIX),
def(JSON_C_VERSION),
!def(STATIC),
!def(_MSC_VER),
!def(PCRE_NEWLINE_ANYCRLF),
