!def(_MSC_VER),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(PCRE_NEWLINE_ANYCRLF),
!def(_AIX),
def(__linux__),
def(ENV_LD_LIBRARY_PATH),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(JSON_C_VERSION),
True,
def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_MEMRCHR),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(_AIX),
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(STATIC),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
