!def(PCRE_NEWLINE_ANYCRLF),
def(JSON_C_VERSION),
!def(STATIC),
!def(SYSLOG_NG_HAVE_UTMPX_H),
def(_AIX),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(JSON_C_VERSION),
!def(_MSC_VER),
!def(_AIX),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(SYSLOG_NG_HAVE_MEMRCHR),
!def(SYSLOG_NG_HAVE_STRCASESTR),
True,
def(SYSLOG_NG_HAVE_UTMPX_H),
def(__linux__),
def(ENV_LD_LIBRARY_PATH),
