!def(_AIX),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(PCRE_NEWLINE_ANYCRLF),
def(__linux__),
!def(JSON_C_VERSION),
def(_AIX),
!def(STATIC),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_UTMPX_H),
def(SYSLOG_NG_HAVE_UTMPX_H),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(_MSC_VER),
True,
def(ENV_LD_LIBRARY_PATH),
!def(SYSLOG_NG_HAVE_MEMRCHR),
