def(JSON_C_VERSION),
!def(STATIC),
!def(JSON_C_VERSION),
!def(PCRE_NEWLINE_ANYCRLF),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_INET_ATON),
def(__linux__),
True,
!def(_MSC_VER),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(_AIX),
def(ENV_LD_LIBRARY_PATH),
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_SSL_CTX_GET0_PARAM),
!def(SYSLOG_NG_HAVE_MEMRCHR),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
def(_AIX),
