def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(_AIX),
!def(_MSC_VER),
def(_AIX),
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(STATIC),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(PCRE_NEWLINE_ANYCRLF),
def(ENV_LD_LIBRARY_PATH),
def(__linux__),
!def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_MEMRCHR),
True,
!def(SYSLOG_NG_HAVE_INET_ATON),
