def(_AIX),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(__linux__),
def(ENV_LD_LIBRARY_PATH),
True,
!def(_MSC_VER),
!def(_AIX),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(STATIC),
!def(SYSLOG_NG_HAVE_MEMRCHR),
def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(JSON_C_VERSION),
