def(JSON_C_VERSION),
!def(JSON_C_VERSION),
!def(STATIC),
def(__linux__),
def(SYSLOG_NG_HAVE_UTMPX_H),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(_AIX),
def(ENV_LD_LIBRARY_PATH),
True,
def(_AIX),
!def(_MSC_VER),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(SYSLOG_NG_HAVE_MEMRCHR),
