!def(SYSLOG_NG_HAVE_INET_ATON),
def(ENV_LD_LIBRARY_PATH),
True,
def(__linux__),
!def(STATIC),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(SYSLOG_NG_HAVE_MEMRCHR),
def(SYSLOG_NG_HAVE_UTMPX_H),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(_MSC_VER),
def(_AIX),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(_AIX),
def(JSON_C_VERSION),
!def(JSON_C_VERSION),
!def(PCRE_NEWLINE_ANYCRLF),
