!def(SYSLOG_NG_HAVE_UTMPX_H),
def(JSON_C_VERSION),
def(_AIX),
!def(_MSC_VER),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_INET_ATON),
def(__linux__),
def(SYSLOG_NG_HAVE_UTMPX_H),
def(ENV_LD_LIBRARY_PATH),
!def(PCRE_NEWLINE_ANYCRLF),
!def(SYSLOG_NG_HAVE_MEMRCHR),
True,
!def(STATIC),
!def(_AIX),
