!def(SYSLOG_NG_HAVE_MEMRCHR),
def(__linux__),
def(ENV_LD_LIBRARY_PATH),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(_AIX),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(SYSLOG_NG_HAVE_STRCASESTR),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(JSON_C_VERSION),
def(SYSLOG_NG_HAVE_UTMPX_H),
True,
def(_AIX),
!def(_MSC_VER),
!def(PCRE_NEWLINE_ANYCRLF),
!def(STATIC),
def(JSON_C_VERSION),
