!def(_MSC_VER),
def(__linux__),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(_AIX),
def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_MEMRCHR),
def(ENV_LD_LIBRARY_PATH),
def(_AIX),
!def(JSON_C_VERSION),
!def(PCRE_NEWLINE_ANYCRLF),
True,
!def(SYSLOG_NG_HAVE_INET_ATON),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
