!def(SYSLOG_NG_HAVE_MEMRCHR),
def(ENV_LD_LIBRARY_PATH),
!def(JSON_C_VERSION),
True,
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(_AIX),
def(JSON_C_VERSION),
!def(_MSC_VER),
!def(STATIC),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(_AIX),
def(__linux__),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(PCRE_NEWLINE_ANYCRLF),
