def(_AIX),
def(__linux__),
!def(JSON_C_VERSION),
!def(STATIC),
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(SYSLOG_NG_HAVE_MEMRCHR),
!def(PCRE_NEWLINE_ANYCRLF),
!def(_AIX),
!def(_MSC_VER),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(JSON_C_VERSION),
True,
!def(SYSLOG_NG_HAVE_UTMPX_H),
def(SYSLOG_NG_HAVE_UTMPX_H),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
def(ENV_LD_LIBRARY_PATH),
