def(ENV_LD_LIBRARY_PATH),
!def(_AIX),
def(_AIX),
!def(SYSLOG_NG_HAVE_UTMPX_H),
!def(_MSC_VER),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
def(JSON_C_VERSION),
!def(STATIC),
def(__linux__),
!def(PCRE_NEWLINE_ANYCRLF),
!def(SYSLOG_NG_HAVE_STRCASESTR),
True,
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_MEMRCHR),
!def(SYSLOG_NG_HAVE_INET_ATON),
