def(JSON_C_VERSION),
def(ENV_LD_LIBRARY_PATH),
!def(SYSLOG_NG_HAVE_UTMPX_H),
True,
!def(SYSLOG_NG_HAVE_INET_ATON),
!def(_AIX),
def(__linux__),
def(SYSLOG_NG_HAVE_UTMPX_H),
!def(SYSLOG_NG_HAVE_STRCASESTR),
def(_AIX),
!def(STATIC),
!def(JSON_C_VERSION),
!def(SYSLOG_NG_HAVE_MEMRCHR),
def(SYSLOG_NG_HAVE_CLOCK_GETTIME),
!def(_MSC_VER),
