def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
!def(BADRAND),
def(PIPES),
!def(RELEASE_VERSION),
def(USE_MOUSE),
!def(HAVE_ERF),
def(_Windows),
def(NO_LOCALE_H),
def(MSDOS),
!def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
def(BADRAND),
!def(HAVE_ERFC),
True,
def(__ZTC__),
def(VMS),
(def(VMS)&!def(BSD)),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
!def(LITE),
!def(lint),
def(TEST_TIME),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
