!def(BITMAPDEBUG),
def(BITMAPDEBUG),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
def(_Windows),
def(__ZTC__),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PROTOTYPES),
def(TEST_STRFTIME),
def(USE_MOUSE),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
def(VMS),
def(PIPES),
def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
def(PIPE_IPC),
!def(GP_ISVAR),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
!def(PROTOTYPES),
