def(_Windows),
def(VMS),
def(TEST_TIME),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
def(NO_LOCALE_H),
def(MSDOS),
def(RELEASE_VERSION),
def(TEST_TERMDOC),
!def(BADRAND),
!def(HAVE_ERF),
def(PIPES),
True,
!def(lint),
def(PM3D),
!def(HAVE_ERFC),
def(BADRAND),
def(USE_MOUSE),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(RELEASE_VERSION),
def(PIPE_IPC),
!def(LITE),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
