def(TEST_TERMDOC),
def(PIPES),
def(BADRAND),
def(VMS),
def(USE_SYSTEM_TIME),
def(MSDOS),
def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
True,
!def(HAVE_ERF),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(MSDOS)),
!def(lint),
!def(LITE),
def(TEST_TIME),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
!def(BADRAND),
(def(VMS)&!def(BSD)),
def(NO_LOCALE_H),
def(_Windows),
!def(MSDOS),
!def(HAVE_ERFC),
