(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(PROTOTYPES),
!def(USE_SYSTEM_TIME),
def(MSDOS),
!def(GP_ISVAR),
def(TEST_STRFTIME),
!def(RELEASE_VERSION),
!def(MSDOS),
def(TEST_TIME),
def(_Windows),
def(USE_SYSTEM_TIME),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(BSD)),
def(VMS),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
True,
def(RELEASE_VERSION),
def(__ZTC__),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
!def(BITMAPDEBUG),
!def(lint),
def(PROTOTYPES),
!def(LITE),
def(USE_MOUSE),
