def(_Windows),
True,
!def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
def(VMS),
!def(HAVE_ERF),
def(PM3D),
!def(MSDOS),
(def(X11)&def(USE_MOUSE)),
def(BADRAND),
def(PIPES),
def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
def(__ZTC__),
def(TEST_TIME),
def(RELEASE_VERSION),
def(TEST_STRFTIME),
!def(lint),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
!def(LITE),
def(MSDOS),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERFC),
