def(TEST_STRFTIME),
def(PROTOTYPES),
def(MSDOS),
!def(lint),
def(PM3D),
def(TEST_TERMDOC),
def(_Windows),
!def(LITE),
def(USE_MOUSE),
def(PIPES),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(BITMAPDEBUG),
!def(GP_ISVAR),
def(RELEASE_VERSION),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
def(VMS),
def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
!def(PROTOTYPES),
(def(VMS)&!def(BSD)),
