def(PIPE_IPC),
!def(BITMAPDEBUG),
!def(LITE),
!def(NO_LOCALE_H),
def(VMS),
def(USE_SYSTEM_TIME),
def(BADRAND),
(def(X11)&def(USE_MOUSE)),
def(NO_LOCALE_H),
def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
!def(MSDOS),
True,
def(TEST_STRFTIME),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERF),
def(__ZTC__),
!def(USE_SYSTEM_TIME),
def(_Windows),
def(PIPES),
def(RELEASE_VERSION),
!def(lint),
def(TEST_TIME),
