def(TEST_STRFTIME),
def(MSDOS),
def(USE_SYSTEM_TIME),
def(PIPE_IPC),
True,
def(BITMAPDEBUG),
def(PM3D),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(PROTOTYPES),
!def(MSDOS),
def(PIPES),
def(RELEASE_VERSION),
def(VMS),
(def(VMS)&!def(BSD)),
!def(PROTOTYPES),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
!def(USE_SYSTEM_TIME),
!def(GP_ISVAR),
def(TEST_TERMDOC),
